,GEO.display-label,2010,2011,2012,2013,2014,2015,2016,2017
649,"Kelseyville CDP, California",29.1,32.3,36.8,39.2,33,27,27.7,29.6
650,"Kennedy CDP, California",37,34.9,34.4,33.8,39.9,23.7,26.8,26.8
651,"Kennedy Meadows CDP, California",0,0,0,0,0,0,0,0
652,"Kensington CDP, California",3.1,4.2,3.3,3.4,5.6,7.1,6.7,6.9
653,"Kentfield CDP, California",3.5,3.5,3.8,3.8,4.4,5.1,5.2,4.8
654,"Kenwood CDP, California",5.4,5.3,5.6,2.8,1.9,1.1,1.4,6.1
655,"Kerman city, California",22,23,24.5,23.4,26.9,25.6,24.9,21.5
656,"Kernville CDP, California",7.2,8.1,9.7,6.8,11.7,10.5,7.3,10.5
657,"Keswick CDP, California",26.5,16.4,18.1,9.7,9.3,9.5,21.3,18.9
658,"Kettleman City CDP, California",9.4,14.5,16.2,23.1,24,27.6,32.2,28.7
659,"Keyes CDP, California",25.8,32.1,33.1,34.9,32.4,31.1,22.5,27.9
660,"King City city, California",14.7,16.1,18.5,20.5,22.3,23.9,25.4,25
661,"Kings Beach CDP, California",8.6,13.2,14.5,17.7,16,16.6,10.3,11.5
662,"Kingsburg city, California",15.8,18.2,16.8,17.9,15.4,17.9,17.8,18.3
663,"Kingvale CDP, California",0,0,0,22,20.9,31,32,28.8
664,"Kirkwood CDP, California",23.6,53.7,45.7,71.2,60.2,53.3,43.8,43.8
665,"Klamath CDP, California",31.8,32.5,33.4,39,32.3,28.9,31.1,35
666,"Knightsen CDP, California",12.5,7.5,9.8,8.7,10.4,12.1,12.8,9.7
667,"Knights Landing CDP, California",21.9,29.6,23.5,18.1,16.9,18.2,16.5,16
668,"La Cañada Flintridge city, California",3.2,2,2.1,1.8,2.3,2.5,2.8,3
669,"La Crescenta-Montrose CDP, California",6.5,7,6.4,7.4,7.6,7.5,7.2,8.1
670,"Ladera CDP, California",0,0,1.3,1.5,1.6,1.2,1.1,0.9
671,"Ladera Heights CDP, California",4.1,4.4,4.3,4.7,7.4,6.8,5.8,6.2
672,"Ladera Ranch CDP, California",3.6,3.5,4,4,3.4,2.1,2.6,2.4
673,"Lafayette city, California",2.3,2.4,2.9,3.4,4.7,4.9,5.3,4.3
674,"Laguna Beach city, California",7.5,6.7,7.4,6.3,6.6,6.7,7.4,6.6
675,"Laguna Hills city, California",8.5,7.7,7.2,6.7,6.6,8.5,8,8.6
676,"Laguna Niguel city, California",5.5,5.4,5.6,6.3,6.6,6.6,6.7,7.3
677,"Laguna Woods city, California",7.4,8,9.9,9.7,10.6,10.3,10.8,11.4
678,"Lagunitas-Forest Knolls CDP, California",6.8,7.9,5.2,5.6,5.2,2.7,5.4,4.1
679,"La Habra city, California",10.8,12.3,14,13.4,13.9,13.2,13.7,12.5
680,"La Habra Heights city, California",2.1,1.6,2.2,2.8,2.5,3.4,3.5,3
681,"La Honda CDP, California",2.2,2.4,2.7,1.7,1.7,10.7,13.3,13.8
682,"Lake Almanor Country Club CDP, California",16.3,15.4,11.3,1.3,2.1,2.2,3.1,5
683,"Lake Almanor Peninsula CDP, California",0,0,16.8,7.7,6.4,5.8,8,12.2
684,"Lake Almanor West CDP, California",0,0,8.2,9.7,9.5,9.6,8.4,0
685,"Lake Arrowhead CDP, California",12.4,12.3,11.2,11.2,13.2,16.2,15.9,17.2
686,"Lake California CDP, California",7.6,10.4,10.1,8.1,9.5,8.7,9.5,9
687,"Lake City CDP, California",46.8,30.3,34,31.3,42.9,87,63.6,41.9
688,"Lake Davis CDP, California",100,100,25.7,26.3,28.9,0,0,0
689,"Lake Don Pedro CDP, California",5.5,6.6,7.5,3.9,2,3.8,3.7,15.3
690,"Lake Elsinore city, California",12.4,13,13.2,14.2,14.5,14.6,15,15.8
691,"Lake Forest city, California",5.3,5.5,5,6,7,7.4,7.6,7.4
692,"Lakehead CDP, California",0,12.1,38.5,46.7,39.8,33.3,31.1,30.4
693,"Lake Hughes CDP, California",16.5,19.9,21.9,29,44.7,49.1,33.1,29.3
694,"Lake Isabella CDP, California",21.3,22.6,27.1,29.3,36.7,39.2,29.8,27.2
695,"Lakeland Village CDP, California",19.4,20.7,22.9,23.9,27.2,25.6,25.2,23.5
696,"Lake Los Angeles CDP, California",27.8,24.7,27.1,26.6,32.4,30.1,32.5,30.1
697,"Lake Mathews CDP, California",14.2,10.6,9.5,10,11.8,12.8,13.7,14
698,"Lake Nacimiento CDP, California",13.2,11.1,9,2.4,2.5,3.1,6.2,5.9
699,"Lake of the Pines CDP, California",0.8,0.8,1.6,4.6,4,3.3,3.4,3.1
700,"Lake of the Woods CDP, California",2.2,3.4,5.9,10.2,20.8,15,13.3,7.5
701,"Lakeport city, California",12.6,11.3,13.4,15.9,19.8,17.7,20.7,17.6
702,"Lake Riverside CDP, California",7.1,7.9,6.8,5.6,6.7,7.2,18,16.1
703,"Lake San Marcos CDP, California",7.3,10.5,13.9,15.4,22.4,18.3,16.4,14.2
704,"Lake Sherwood CDP, California",7.3,10.5,11.4,6.3,3.7,4.8,2.5,2.8
705,"Lakeside CDP, California",7.7,9.3,10.5,12.3,13.7,11.6,11.3,11
706,"Lakeview CDP, California",0,0.4,0.9,2.7,13.8,22,39.3,38.2
707,"Lake Wildwood CDP, California",3.2,3.8,6.4,5,5.1,4.7,4.4,2.1
708,"Lakewood city, California",5.2,6.4,7.6,8.1,8.3,7.9,7.5,7
709,"La Mesa city, California",11.7,12.2,12.8,12.7,12,12.4,12,12.6
710,"La Mirada city, California",5.2,5.1,6.2,7,7,7.5,7.2,7.3
711,"Lamont CDP, California",27.2,28.8,29.7,28.8,33.9,37.4,35.6,34.8
712,"Lanare CDP, California",25.2,36.4,38.5,39.8,42.5,62.5,61.6,22.2
713,"Lancaster city, California",20.2,20.2,21,21.5,22.7,23.5,24.2,23.3
714,"La Palma city, California",6.2,6.5,7.2,9,9.2,7.3,7.4,6.5
715,"La Porte CDP, California",52.8,56.3,56.4,100,100,-,-,-
716,"La Presa CDP, California",13.9,12.7,12.9,13,13.3,13.7,13.8,13.4
717,"La Puente city, California",12,12,11.8,14.3,14.9,14.5,17.2,18
718,"La Quinta city, California",9.3,7.7,8,9.7,9.6,9.6,10.5,11.2
719,"La Riviera CDP, California",20.9,21.9,23.5,25.4,23.4,21,18.5,16.8
720,"Larkfield-Wikiup CDP, California",11.1,12.7,12.8,9.7,10,9.9,9,8.1
721,"Larkspur city, California",5.6,4.7,3.9,4,4.5,4,4.8,6.9
722,"La Selva Beach CDP, California",9.9,11.1,8.5,9.9,7.7,5.2,6.8,6.5
723,"Las Flores CDP (Orange County), California",2.8,2.8,3.6,4.6,4.8,3.8,3.7,2.8
724,"Las Flores CDP (Tehama County), California",9.2,10,11.2,14.5,13.6,5.2,22.2,16
725,"Las Lomas CDP, California",18.8,24.6,18.9,12.8,19.5,21.8,20.2,18.1
726,"Lathrop city, California",8.3,7.6,7.4,10.5,11.3,13.1,12.6,12.6
727,"Laton CDP, California",7.7,4.7,9.8,10,32.9,49.1,42.7,43.8
728,"La Verne city, California",6.8,7.9,7.3,7.9,8.8,8.2,8,7.7
729,"La Vina CDP, California",58.8,38.5,23.6,27.1,30.3,43,62.5,95.1
730,"Lawndale city, California",15.8,15.3,16.7,16.7,17.8,17.8,15.6,15.4
731,"Laytonville CDP, California",14.8,16.4,13.8,23.1,35.7,34.3,33.9,36.6
732,"Lebec CDP, California",23.2,22,21.9,7.9,22.1,23.3,22.8,21.6
733,"Lee Vining CDP, California",0,0,0,0,0,0,5.6,3.9
734,"Leggett CDP, California",23.5,0,0,5.1,5.6,32.4,27.1,35.3
735,"Le Grand CDP, California",22.8,23.3,25,31.6,31.1,33.1,33.7,29.2
736,"Lemon Cove CDP, California",37.2,42.1,46,29.2,20.6,15.8,4.3,4.3
737,"Lemon Grove city, California",16.4,18.3,17.9,18.5,17.1,15.1,13.6,13.8
738,"Lemon Hill CDP, California",35.7,34.9,37,38.6,38.4,38.9,42.6,37.9
739,"Lemoore city, California",13,13.5,16,14.5,14.1,15.6,16.5,14
740,"Lemoore Station CDP, California",10.8,11.1,10.3,13.1,13.1,15.8,10.9,9.5
741,"Lennox CDP, California",30.1,29.1,31.2,32.3,33.5,32.3,30.7,27.6
742,"Lenwood CDP, California",12.2,14.7,25.5,28.7,28.3,44.6,44.3,35
743,"Leona Valley CDP, California",13.4,10.3,6.7,8.1,6.2,6.6,8.4,11.5
744,"Lewiston CDP, California",14.8,20.8,28.4,31,29.1,29.4,23.9,23.2
745,"Lexington Hills CDP, California",2.2,1.2,3.4,3.4,3.3,3.2,3.2,1
746,"Likely CDP, California",0,0,0,0,0,0,-,-
747,"Lincoln city, California",6.7,7.2,9,9.5,9,9.1,8.5,6.9
748,"Lincoln Village CDP, California",4.5,6.3,7.3,9.2,12.5,8.9,8.8,9.3
749,"Linda CDP, California",28.9,24.4,26.4,29.5,32.4,32.6,32.5,27.9
750,"Lindcove CDP, California",29,43.1,37.2,34.9,38.5,28.9,25.6,29.8
751,"Linden CDP, California",11.3,9.6,14.6,15.2,15.3,12.3,11.7,5.7
752,"Lindsay city, California",34.7,41.5,40.9,42.5,44.1,37.9,37.8,36.9
753,"Linnell Camp CDP, California",37.1,34.8,44,71,57.8,64.6,70.4,66.1
754,"Litchfield CDP, California",11.7,0,0,0,5.4,6.6,30.8,30.9
755,"Little Grass Valley CDP, California",0,0,0,0,-,-,-,-
756,"Little River CDP, California",0,0,0,0,0,52.1,49.5,85.4
757,"Littlerock CDP, California",10.9,10.4,9.5,20.4,29.5,30.1,39,33.7
758,"Live Oak CDP, California",13.5,10.6,13,14.6,14.4,13.4,14.5,13.6
759,"Live Oak city, California",22.3,24.2,24.2,19.2,21,21.8,23.9,22.6
760,"Livermore city, California",5.6,6,5.3,5.7,5.5,5.7,5.4,4.8
761,"Livingston city, California",17.2,18.3,19.9,20,21.1,20.8,18.7,18.4
762,"Lockeford CDP, California",21.3,21.8,22.5,18.6,19.5,20.7,20.8,19.7
763,"Lockwood CDP, California",0,0,0,0,26.7,27.1,30.9,40.4
764,"Lodi city, California",15.8,15.8,17.3,18.1,19.3,17.4,16.5,16.7
765,"Lodoga CDP, California",3.6,4.9,5.4,0,6.1,4.4,4.2,4.9
766,"Loleta CDP, California",17.4,19.2,19.5,19.2,20.1,23.3,26.4,22.5
767,"Loma Linda city, California",12.7,11.4,14.2,17,17.7,17.6,20.1,18.7
768,"Loma Mar CDP, California",0,0,0,0,43.6,57,58,47.3
769,"Loma Rica CDP, California",2.6,6.6,8.7,7.2,7.3,9.7,17.2,14.7
770,"Lomita city, California",8.6,9.1,11.3,12.2,14.7,14.7,13.1,12.3
771,"Lompico CDP, California",5.6,8.1,7.9,9.5,9.7,8.9,4,3.6
772,"Lompoc city, California",18.9,19.4,20.8,23.7,22.1,21.3,20.2,20.8
773,"London CDP, California",42.8,50.8,46.6,52.5,43.9,47.2,47.7,49.4
774,"Lone Pine CDP, California",19.9,19.8,16,18.7,18.8,15.6,13.8,16.7
775,"Long Barn CDP, California",8,31.2,37.9,37.2,38.5,70.6,-,0
776,"Long Beach city, California",19.1,19.4,20.2,20.2,20.7,20.6,20.3,19.1
777,"Lookout CDP, California",0,0,0,-,0,0,0,0
778,"Loomis town, California",5.9,5.8,4.5,6.3,3.5,2.4,4.8,7.6
779,"Los Alamitos city, California",5.6,6.8,7.2,8.5,9.4,11.2,9.2,10.3
780,"Los Alamos CDP, California",20.4,16.4,14.6,15.6,11.5,26.5,30,26.9
781,"Los Altos city, California",2.2,1.7,2.1,2.1,2.7,2.6,3.3,3.2
782,"Los Altos Hills town, California",2.6,4.4,4.5,3.8,3.8,5.3,4.2,4.2
783,"Los Angeles city, California",19.5,20.2,21.2,22,22.4,22.1,21.5,20.4
784,"Los Banos city, California",18.7,22.2,24.8,25,24.5,26.2,22.9,21.7
785,"Los Berros CDP, California",24.5,47.9,34.2,24.3,20.8,20,1.7,4.1
786,"Los Gatos town, California",3.5,4.9,5.4,4.6,4.8,5.6,5.2,4.7
787,"Los Molinos CDP, California",23.2,24.6,34.4,33.6,26.6,29.2,29.6,19.1
788,"Los Olivos CDP, California",4.8,4.3,3.6,3.7,2,1.3,1.7,0.4
789,"Los Osos CDP, California",8.7,7.1,8.1,9,9.3,9.5,9.5,10.5
790,"Los Ranchos CDP, California",1,2.6,3.5,3.1,3,6,3.2,2.5
791,"Lost Hills CDP, California",37.7,39,43,33.8,29.4,37.2,33.9,27
792,"Lower Lake CDP, California",25.4,25.2,20.1,17.7,10.1,14.8,18,12.1
793,"Loyalton city, California",7.8,9.7,11.8,9.4,7.5,16.3,16.3,12.9
794,"Loyola CDP, California",3.6,2.2,3,3,3.8,1.6,1.8,1.7
795,"Lucas Valley-Marinwood CDP, California",4.3,5.4,4.7,5,4.5,6.8,5.9,6.2
796,"Lucerne CDP, California",24.9,39.2,41.4,42.3,40.2,39,29.5,25.7
797,"Lucerne Valley CDP, California",23.8,21.5,18.4,22.5,22.1,22.9,25.1,31.4
798,"Lynwood city, California",20.1,21.6,23.7,25.3,26,25.3,24.3,22.7
799,"Lytle Creek CDP, California",7.6,4.5,2.3,6.4,7.7,6.4,8.5,11.9
800,"Mabie CDP, California",9.7,13.9,-,-,0,0,0,0
801,"McArthur CDP, California",0,9.6,16.1,13.5,13.6,15.2,28.9,31.8
802,"McClellan Park CDP, California",30.3,35.4,43.9,45.5,45.2,59.6,61.9,58.1
803,"McClenney Tract CDP, California",-,33.3,42.9,33.3,33.3,33.3,100,48.1
804,"McCloud CDP, California",21.8,18.6,17.7,17.9,22,21.9,20,18.2
805,"Macdoel CDP, California",1.4,2.9,0,0,27.9,15.2,21.9,42.9
806,"McFarland city, California",34.9,33.8,34.9,32.9,32.6,36.8,37.7,35.9
807,"McGee Creek CDP, California",0,0,0,0,0,0,0,0
808,"McKinleyville CDP, California",10.2,11.7,13.2,13.2,13.8,13.9,14.6,16.1
809,"McKittrick CDP, California",0,0,2.5,4.8,3.6,6.1,6.6,11.2
810,"McSwain CDP, California",4.9,5.1,5.3,5.8,7,8.1,7.1,7
811,"Madera city, California",25.7,26.1,27.4,27.7,26.9,27.6,26.3,26.9
812,"Madera Acres CDP, California",15.2,14.6,15.4,11.6,15.6,13.3,12,10.8
813,"Madison CDP, California",5.5,13.9,8.9,9.4,3.4,3.6,3.4,3
814,"Mad River CDP, California",27,47.8,14.6,22.7,23.9,29.9,27.3,43.6
815,"Magalia CDP, California",18.9,18.4,16.4,16.8,18.1,17.9,18.8,17.2
816,"Malaga CDP, California",44.1,46.4,48.6,54.6,46,31.7,27.8,29.1
817,"Malibu city, California",6.3,7.4,8.6,10.6,10.8,10.5,10.5,10.2
818,"Mammoth Lakes town, California",15.2,13.1,12.1,9.9,4.9,3.8,7,7.6
819,"Manchester CDP, California",12.2,6.1,4.8,8.6,9.8,7.1,4,4.2
820,"Manhattan Beach city, California",3,3.2,2.9,3.4,3.4,4,3.7,3.8
821,"Manila CDP, California",6.2,9.6,14.1,12.8,10.4,14.5,13.4,17.7
822,"Manteca city, California",9.1,9,9.7,10.8,11.6,12.1,11.6,11.8
823,"Manton CDP, California",7.7,8.6,11,16.6,17.9,42.3,52.6,48.8
824,"March ARB CDP, California",5.2,9.9,19.1,19.6,19.9,22.4,14.5,9.2
825,"Maricopa city, California",33.8,34.1,31.4,29.6,34,36.1,33.2,36.6
826,"Marina city, California",14.9,16.1,16.9,19.2,16.7,15.3,17.1,14.4
827,"Marina del Rey CDP, California",9.8,7.7,10.7,9.9,9.4,13,16.6,12.4
828,"Marin City CDP, California",30.7,33.4,35.8,30.9,37.3,33.4,29.5,22.3
829,"Mariposa CDP, California",13.5,23.2,34.7,41.4,33.6,33.3,27.8,13
830,"Markleeville CDP, California",0,0,0,0,4.5,10.2,10.4,13.2
831,"Martell CDP, California",23.5,21.4,22.2,19.4,31.9,0,2.9,3.7
832,"Martinez city, California",7.9,7.5,6.5,6.3,6,6.1,5.5,5.6
833,"Marysville city, California",23.2,25.9,26.4,32.3,29.1,28.6,25.1,26
834,"Matheny CDP, California",25.4,28.2,35.4,27.9,30.3,36.8,32.9,25.6
835,"Mather CDP, California",5.8,7.2,8.2,8.6,8.4,6.7,12.4,14.3
836,"Maxwell CDP, California",17.2,17.2,16,13.1,8.8,9.7,8,4
837,"Mayfair CDP, California",26.3,27.7,26.4,28.9,32.8,29.9,35.7,31.6
838,"Mayflower Village CDP, California",6,4.5,5.6,3.1,5.3,7.2,9.4,7.8
839,"Maywood city, California",22.5,25.6,26.6,28.3,28.9,30.1,26.9,26.1
840,"Meadowbrook CDP, California",32.5,36.7,50.1,52.1,46.4,35,25.8,11.6
841,"Meadow Valley CDP, California",13.2,2.5,15.7,8.8,26,31.1,25.5,6.6
842,"Meadow Vista CDP, California",1.9,2,1.5,2.5,1.5,5.4,5.2,5.1
843,"Mead Valley CDP, California",22.6,23.1,25.1,31.2,30.9,33.4,33.2,31.4
844,"Mecca CDP, California",50.4,47.8,48.5,47.1,44.3,43.1,41.8,42.8
845,"Meiners Oaks CDP, California",6.3,9.6,8.6,13.5,16.1,17.3,17.3,18.8
846,"Mendocino CDP, California",1.5,1.5,1.7,4.3,5.4,6.7,6.6,8.7
847,"Mendota city, California",44.6,47.5,45.6,47.4,48.7,46.5,49.5,49.5
848,"Menifee city, California",9,8.8,10.4,10.3,11.3,12.1,11.5,10.4
849,"Menlo Park city, California",6.2,5.4,6.5,6.1,6.4,7.8,8.1,8.5
850,"Mentone CDP, California",7,7.7,9.5,10.8,9.5,9.9,10,8.7
851,"Merced city, California",26.2,27.1,27,30,30.8,31.9,30.6,30.2
852,"Meridian CDP, California",8.3,6.8,10,21.1,20.7,16.7,18.2,16.7
853,"Mesa CDP, California",7.1,6.8,10,8.7,5.9,4.7,4.6,3.1
854,"Mesa Verde CDP, California",27.9,27.9,23.6,24.5,24.6,23.3,41.5,39.6
855,"Mesa Vista CDP, California",3,4.9,5.6,17,21.2,20.7,20.4,17.5
856,"Mettler CDP, California",66.7,50.3,36.7,45.1,13.6,21.3,22.6,22.8
857,"Mexican Colony CDP, California",0,26.8,57.5,71.1,77.8,83.1,83.6,72.6
858,"Middletown CDP, California",12.6,14.7,15.3,22.4,14,18.6,17.9,26.8
859,"Midpines CDP, California",7.8,3.8,4.3,8.3,10.8,8.2,16.6,14.1
860,"Midway City CDP, California",13.7,14.5,20.9,19.8,20.1,22.2,23.7,23.5
861,"Milford CDP, California",0,0,0,0,0,0,0,0
862,"Millbrae city, California",5.9,5.8,5.7,5.7,5.7,6.5,5.3,4.7
863,"Mill Valley city, California",2.4,2.5,2.4,2.6,2.7,3.3,3.5,4.7
864,"Millville CDP, California",3.5,1.5,2.3,3.2,2.8,10.3,17.8,21.2
865,"Milpitas city, California",5.8,6.1,6.2,7.2,7.5,8.2,8.6,8.4
866,"Mineral CDP, California",3.3,3,9.8,10.4,9.5,10.1,7.4,1.3
867,"Minkler CDP, California",24.7,5.9,22.8,23,20,17.9,15.1,0
868,"Mira Monte CDP, California",7.2,9,10.7,11.9,14.1,13.4,11.1,9.8
869,"Miranda CDP, California",7.7,28,27.5,17.6,31,37.1,31.2,29.6
870,"Mission Canyon CDP, California",5.3,4.2,4.2,5,5.2,3.6,2.5,3.2
871,"Mission Hills CDP, California",3.7,4.5,3.9,4,5.2,5.8,5.2,6.7
872,"Mission Viejo city, California",4.2,4.9,5.3,5.3,5.3,5.4,4.7,4.9
873,"Mi-Wuk Village CDP, California",17.8,7.5,5.5,8.9,10,11.2,14.2,15.7
874,"Modesto city, California",16.8,18.5,19.5,20.8,20.5,20.5,18.2,17
875,"Mohawk Vista CDP, California",0,0,0,27,22.9,38.8,33.7,31.7
876,"Mojave CDP, California",42.5,39.5,32.5,34.8,31.5,31.1,33.6,34.7
877,"Mokelumne Hill CDP, California",5.7,0,0,0,0,29,36.2,35.7
878,"Monmouth CDP, California",27.2,26.9,23.4,15.1,14.1,4.8,3.2,6.3
879,"Mono City CDP, California",0,0,0,0,0,0,0,0
880,"Mono Vista CDP, California",16.6,21.9,23.3,20.8,10.1,13.6,9.5,9.3
881,"Monrovia city, California",9.8,9.6,9.6,9.8,10.7,10.1,8.8,8.4
882,"Monson CDP, California",62.2,24.2,35.7,15.3,40.3,45.6,41.2,32.4
883,"Montague city, California",20.5,22.8,18.9,20.8,21.2,21.2,20.6,17
884,"Montalvin Manor CDP, California",11.5,17.8,15.6,10.9,8.1,8.1,16.9,15.5
885,"Montara CDP, California",0,0.1,0.1,0.1,0.1,3.6,4.2,4
886,"Montclair city, California",15.2,16.2,17.2,18.1,19,16.9,17.8,18.2
887,"Montebello city, California",14.9,15,15.1,15.4,14.7,14,14.5,13.8
888,"Montecito CDP, California",9.6,9.7,8.7,7.1,6.9,7,7,8
889,"Monterey city, California",10.6,9.5,8,10.4,9.9,9.1,8.6,11.3
890,"Monterey Park city, California",12.6,14.4,14.5,15.2,16.2,17.3,16.6,15.8
891,"Monterey Park Tract CDP, California",22.6,26.9,28.9,33.8,38.1,86,67.5,65.5
892,"Monte Rio CDP, California",15.8,18.4,15.2,19.1,26.4,26,28.5,22.1
893,"Monte Sereno city, California",2.4,1.7,1.7,2.4,2.8,3.4,2.8,2.3
894,"Montgomery Creek CDP, California",37.3,30.9,36,4,2.8,3.2,8,7
895,"Monument Hills CDP, California",13.2,9.8,9.9,7.6,2.2,2.4,0,0
896,"Moorpark city, California",3.5,3.9,5.6,7.2,7.2,7.2,5.9,5.9
897,"Morada CDP, California",4.5,4.2,5.2,4,4.2,3.3,3.2,3.3
898,"Moraga town, California",4.6,5.3,5.5,4.4,4.7,5,4.6,3.9
899,"Moreno Valley city, California",16.2,18.2,19.6,19.5,20.1,19.3,18.6,16.8
900,"Morgan Hill city, California",10,11,11.9,9.9,11,9.8,8.6,6.6
901,"Morongo Valley CDP, California",22.7,23.2,25.3,26.9,20.2,15.4,16.2,15.5
902,"Morro Bay city, California",11.6,13.9,12.4,13.8,12.4,12.9,10.3,10.1
903,"Moskowite Corner CDP, California",13.7,7.9,14.8,16.7,14.5,13.4,9.1,3.9
904,"Moss Beach CDP, California",5.1,9.6,10.8,9.2,7.5,5.1,2.1,4.3
905,"Moss Landing CDP, California",11.5,10.3,9.4,11.9,12.5,19,0,12.7
906,"Mountain Center CDP, California",60,0,0,0,0,0,0,0
907,"Mountain Gate CDP, California",61.2,58.4,61,34.4,33.4,23.4,22.1,13
908,"Mountain House CDP, California",5.8,4.4,5.6,6.2,7.5,5.8,7.5,7
909,"Mountain Mesa CDP, California",20.7,20.5,28.3,26.9,26.7,67.1,44,47.3
910,"Mountain Ranch CDP, California",9.6,5.5,8.2,8.4,12.9,18.9,24.1,18.8
911,"Mountain View CDP, California",7.1,6.7,15.1,22.9,23.4,21.9,23.1,19
912,"Mountain View city, California",6.8,7.7,8.2,8.1,8.3,7.8,8.7,7.9
913,"Mountain View Acres CDP, California",27.1,19.7,20.5,11.4,17.1,22.2,21.4,20
914,"Mount Hebron CDP, California",26.2,13.9,2.9,10,3.4,5.1,4.9,5.3
915,"Mount Hermon CDP, California",2.8,4.7,4.3,4,4.3,9.2,6.5,7.3
916,"Mount Laguna CDP, California",63.6,-,0,0,0,0,0,-
917,"Mount Shasta city, California",9.9,10.3,10.6,13,19.2,23.3,29.5,30.5
918,"Muir Beach CDP, California",0,0,0,0,0,0,5.2,5.5
919,"Murphys CDP, California",13,5.2,6.7,11.8,12.3,12.5,9.7,10.1
920,"Murrieta city, California",6.2,5.7,7,7,7.9,8.4,9.3,8.9
921,"Muscoy CDP, California",23.6,22.2,33,32.2,35.3,33.5,36.4,39.3
922,"Myers Flat CDP, California",100,100,100,100,100,-,-,-
923,"Myrtletown CDP, California",12.9,11.9,9.3,8.9,9.7,9.8,12.8,13.2
924,"Napa city, California",11.7,11.2,11.3,11.1,10.7,9.5,8.7,8.1
925,"National City city, California",22.6,22.2,23.2,25.3,24.5,24.5,24.1,22.7
926,"Needles city, California",26.1,29.8,28.8,30.8,23.4,27.7,24.9,26.6
927,"Nevada City city, California",4.6,7.7,4.7,6.6,8,13.7,16.9,22.4
928,"Newark city, California",7.6,6.4,7.2,7.7,7.8,7.9,6.9,6.3
929,"Newcastle CDP, California",7.6,11.9,10.7,12.7,15.3,13.7,12.1,12.4
930,"New Cuyama CDP, California",3.9,18.2,22.1,23.5,32.1,31.9,19.6,19.6
931,"Newell CDP, California",29.5,30.7,37.4,37.6,44.5,28.7,18.5,11.7
932,"Newman city, California",16.5,15.3,21.5,22.5,26.3,19.8,18.6,15
933,"New Pine Creek CDP, California",14.2,34.6,43.3,23.5,16.7,36.4,0,0
934,"Newport Beach city, California",6.3,7.2,7.5,7.9,7.2,7.1,6.6,6.2
935,"Nicasio CDP, California",0,0,0,0,0,0,8.8,10.7
936,"Nice CDP, California",13.4,15.8,19.3,24.7,25,27,29.5,31.2
937,"Nicolaus CDP, California",4.1,4.4,4.8,4.4,2,5.7,5.9,18.1
938,"Niland CDP, California",75.3,56.3,56.1,53.7,45.2,34.3,37.7,45.1
939,"Nipinnawasee CDP, California",1.6,3.1,2.2,8.3,9.3,16.1,26.3,52.5
940,"Nipomo CDP, California",9.4,9.6,9.7,11.5,13.4,12,8.4,10.2
941,"Norco city, California",9.4,9.5,9.9,8.8,7.1,7,7.9,7.5
942,"Nord CDP, California",3.2,0,0,33.3,33.9,35.9,27.6,10.9
943,"Norris Canyon CDP, California",0,0,0,0,0,0,0,0
944,"North Auburn CDP, California",9.5,9.4,11.5,13.4,13.8,13.6,15.2,12
945,"North Edwards CDP, California",18.4,22.3,28.2,40.1,34.7,34,32.3,23.6
946,"North El Monte CDP, California",4.1,4.8,5.8,6,7.1,9.2,11.3,14
947,"North Fair Oaks CDP, California",22.4,22.9,25.4,25.1,24.2,22.4,21,18.2
948,"North Gate CDP, California",0,0,0,0,0,8.4,9.7,6.3
949,"North Highlands CDP, California",21.6,22.8,25.1,25.3,25.4,27.5,26.7,26.8
950,"North Lakeport CDP, California",19,21.4,21.2,17.3,18.2,17.7,19.8,17.9
951,"North Richmond CDP, California",21.8,17.5,19,22.1,28.5,32.3,31.9,29.6
952,"North San Juan CDP, California",55,24.1,27.6,39.1,41.6,41.4,44.4,42.4
953,"North Shore CDP, California",26.5,29.6,35.7,38.7,39.9,37.7,33,25.4
954,"North Tustin CDP, California",3.2,3.8,3,2.7,2.9,3.1,3,3.4
955,"Norwalk city, California",11.1,11.1,12.3,12.9,14.5,14.3,14.8,13.9
956,"Novato city, California",7.4,7.2,7.4,7.2,8.6,7.7,7.4,7.9
957,"Nubieber CDP, California",7.1,13.2,50,50,13.3,31.3,21.1,22.2
958,"Nuevo CDP, California",3.4,7.3,16.6,19,18.2,21.4,21.1,18.9
959,"Oakdale city, California",9.4,13.5,15.6,16.1,17.5,18.6,16.1,14.4
960,"Oak Glen CDP, California",0,0,0,1.1,1.1,1.1,1.4,7.6
961,"Oak Hills CDP, California",5.4,8.8,6.8,8.7,8.8,9.3,6.5,8.7
962,"Oakhurst CDP, California",12.7,14.6,10.8,7.1,10,19.2,17.8,31.7
963,"Oakland city, California",18.7,19.6,20.3,20.5,21,20.4,20,18.7
964,"Oakley city, California",7.4,8.2,9.2,9.4,9.4,8.2,8.6,7.5
965,"Oak Park CDP, California",3,3.9,5.6,4.7,5.7,5.5,4.5,3.5
966,"Oak Shores CDP, California",7.4,8.6,10,0,0,0,2.9,3
967,"Oak View CDP, California",7.7,7.8,7.4,6.3,8.2,8.5,7.9,6.8
968,"Oakville CDP, California",10.6,9.8,0,-,0,0,0,0
969,"Oasis CDP, California",50,48.5,53.6,51.4,51.6,47.1,48.4,42.9
970,"Occidental CDP, California",14.3,1.4,1.9,1.5,3.9,1.7,1.8,8.2
